"raw_record_id","event_date","period","region_name","location","category","subcategory","status","owner_group","quantity","metric_value","metric_cost","score","cycle_hours","sla_met","risk_flag","notes"
"MAINTENANCEOPERATIONS-00025","2025-01-28","2025-01","Eastern","Zone Dammam","Electrical","Preventive","Scheduled","Reliability Team","10","8854.43","3453.23","80","20.96","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00026","2025-02-10","2025-02","Southern","Zone Tabuk","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","7791.26","3132.09","81","10.4","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00027","2025-02-23","2025-02","Western","Zone Abha","Vertical Transport","Inspection","Completed","Reliability Team","4","6297.98","2607.36","82","11.28","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00028","2025-03-08","2025-03","Northern","Zone Riyadh","HVAC","Corrective","Outage","Mobile Maintenance","1","5783.4","2463.73","83","12.16","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00029","2025-03-21","2025-03","Central","Zone Jeddah","Electrical","Preventive","Scheduled","Reliability Team","10","8031.57","3517.83","84","13.04","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00030","2025-04-03","2025-04","Eastern","Zone Dammam","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","6079.33","2370.94","85","13.92","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00031","2025-04-16","2025-04","Southern","Zone Tabuk","Vertical Transport","Inspection","Completed","Reliability Team","4","5141.8","2067","85","14.8","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00032","2025-04-29","2025-04","Western","Zone Abha","HVAC","Corrective","Outage","Mobile Maintenance","1","7088.1","2934.47","86","15.68","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00033","2025-05-12","2025-05","Northern","Zone Riyadh","Electrical","Preventive","Scheduled","Reliability Team","10","6457.26","2750.79","78","16.56","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00034","2025-05-25","2025-05","Central","Zone Jeddah","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","8811.75","3859.55","79","17.44","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00035","2025-06-07","2025-06","Eastern","Zone Dammam","Vertical Transport","Inspection","Completed","Reliability Team","4","8964.44","3496.13","79","18.32","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00036","2025-06-20","2025-06","Southern","Zone Tabuk","HVAC","Corrective","Outage","Mobile Maintenance","1","4430.7","1781.14","80","19.2","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00037","2025-07-03","2025-07","Western","Zone Abha","Electrical","Preventive","Scheduled","Reliability Team","10","6671.97","2762.2","81","20.08","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00038","2025-07-16","2025-07","Northern","Zone Riyadh","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","5805.69","2473.22","82","20.96","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00039","2025-07-29","2025-07","Central","Zone Jeddah","Vertical Transport","Inspection","Completed","Reliability Team","4","8027.12","3515.88","83","10.4","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00040","2025-08-11","2025-08","Eastern","Zone Dammam","HVAC","Corrective","Outage","Mobile Maintenance","1","8214.15","3203.52","84","11.28","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00041","2025-08-24","2025-08","Southern","Zone Tabuk","Electrical","Preventive","Scheduled","Reliability Team","10","6923.61","2783.29","85","12.16","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00042","2025-09-06","2025-09","Western","Zone Abha","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","9990.96","4136.26","85","13.04","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00043","2025-09-19","2025-09","Northern","Zone Riyadh","Vertical Transport","Inspection","Completed","Reliability Team","4","8542.87","3639.26","86","13.92","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00044","2025-10-02","2025-10","Central","Zone Jeddah","HVAC","Corrective","Outage","Mobile Maintenance","1","9014.08","3948.17","78","14.8","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00045","2025-10-15","2025-10","Eastern","Zone Dammam","Electrical","Preventive","Scheduled","Reliability Team","10","5120.8","1997.11","79","15.68","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00046","2025-10-28","2025-10","Southern","Zone Tabuk","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","4389.16","1764.44","79","16.56","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00047","2025-11-10","2025-11","Western","Zone Abha","Vertical Transport","Inspection","Completed","Reliability Team","4","6504.39","2692.82","80","17.44","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00048","2025-11-23","2025-11","Northern","Zone Riyadh","HVAC","Corrective","Outage","Mobile Maintenance","1","5635.02","2400.52","81","18.32","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00049","2025-12-06","2025-12","Central","Zone Jeddah","Electrical","Preventive","Scheduled","Reliability Team","10","8217.58","3599.3","82","19.2","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00050","2025-12-19","2025-12","Eastern","Zone Dammam","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","7961.25","3104.89","83","20.08","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00051","2026-01-01","2026-01","southern","Zone Tabuk","Vertical Transport","Inspection","Completed","Reliability Team","4","7182.19","2887.24","84","20.96","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00052","2026-01-14","2026-01","Western","Zone Abha","HVAC","Corrective","Outage","Mobile Maintenance","1","9843.5","4075.21","85","10.4","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00053","2026-01-27","2026-01","Northern","Zone Riyadh","Electrical","Preventive","Scheduled","Reliability Team","10","8395.93","3576.67","85","11.28","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00054","2026-02-09","2026-02","Central","Zone Jeddah","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","7113.12","3115.55","86","12.16","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00055","2026-02-22","2026-02","Eastern","Zone Dammam","Vertical Transport","Inspection","Completed","Reliability Team","4","7007.63","2732.98","78","13.04","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00056","2026-03-07","2026-03","Southern","Zone Tabuk","HVAC","Corrective","Outage","Mobile Maintenance","1","6274.97","2522.54","79","13.92","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00057","2026-03-20","2026-03","Western","Zone Abha","Electrical","Preventive","Scheduled","Reliability Team","10","8713.58","3607.42","79","14.8","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00058","2026-04-02","2026-04","Northern","Zone Riyadh","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","5825.55","2481.68","80","15.68","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00059","2026-04-15","2026-04","Central","Zone Jeddah","Vertical Transport","Inspection","Completed","Reliability Team","4","7996","3502.25","81","16.56","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00060","2026-04-28","2026-04","Eastern","Zone Dammam","HVAC","Corrective","Outage","Mobile Maintenance","1","7722.9","3011.93","82","17.44","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00061","2026-05-11","2026-05","Southern","Zone Tabuk","Electrical","Preventive","Scheduled","Reliability Team","10","6876.34","2764.29","83","18.32","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00062","2026-05-24","2026-05","Western","Zone Abha","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","9400.97","3892","84","19.2","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00063","2026-06-06","2026-06","Northern","Zone Riyadh","Vertical Transport","Inspection","Completed","Reliability Team","4","5019.89","2138.47","85","20.08","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00064","2026-06-19","2026-06","Central","Zone Jeddah","HVAC","Corrective","Outage","Mobile Maintenance","1","7006.54","3068.86","85","20.96","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00065","2025-01-08","2025-01","Eastern","Zone Dammam","Electrical","Preventive","Scheduled","Reliability Team","10","6650.84","2593.83","86","10.4","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00066","2025-01-21","2025-01","Southern","Zone Tabuk","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","5646.98","2270.09","78","11.28","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00067","2025-02-03","2025-02","Western","Zone Abha","Vertical Transport","Inspection","Completed","Reliability Team","4","8222.37","3404.06","79","12.16","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00068","2025-02-16","2025-02","Northern","Zone Riyadh","HVAC","Corrective","Outage","Mobile Maintenance","1","7071.56","3012.48","79","13.04","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00069","2025-03-01","2025-03","Central","Zone Jeddah","Electrical","Preventive","Scheduled","Reliability Team","10","10160.42","4450.26","80","13.92","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00070","2025-03-14","2025-03","Eastern","Zone Dammam","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","9786.48","3816.73","81","14.8","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00071","2025-03-27","2025-03","Southern","Zone Tabuk","Vertical Transport","Inspection","Completed","Reliability Team","4","8180.82","3288.69","82","15.68","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00072","2025-04-09","2025-04","Western","Zone Abha","HVAC","Corrective","Outage","Mobile Maintenance","1","5129.08","2123.44","83","16.56","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00073","2025-04-22","2025-04","Northern","Zone Riyadh","Electrical","Preventive","Scheduled","Reliability Team","10","4485.72","1910.92","84","17.44","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00074","2025-05-05","2025-05","Central","Zone Jeddah","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","6618.78","2899.03","85","18.32","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00075","2025-05-18","2025-05","Eastern","Zone Dammam","Vertical Transport","Inspection","Completed","Reliability Team","4","6459.29","2519.12","85","19.2","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00076","2025-05-31","2025-05","Southern","Zone Tabuk","HVAC","Corrective","Outage","Mobile Maintenance","1","5463.16","2196.19","86","20.08","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00077","2025-06-13","2025-06","Western","Zone Abha","Electrical","Preventive","Scheduled","Reliability Team","10","7974.11","3301.28","78","20.96","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00078","2025-06-26","2025-06","Northern","Zone Riyadh","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","6837.1","2912.6","79","10.4","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00079","2025-07-09","2025-07","Central","Zone Jeddah","Vertical Transport","Inspection","Completed","Reliability Team","4","10022.56","4389.88","79","11.28","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00080","2025-07-22","2025-07","Eastern","Zone Dammam","HVAC","Corrective","Outage","Mobile Maintenance","1","9629.77","3755.61","80","12.16","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00081","2025-08-04","2025-08","Southern","Zone Tabuk","Electrical","Preventive","Scheduled","Reliability Team","10","5010.05","2014.04","81","13.04","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00082","2025-08-17","2025-08","Western","Zone Abha","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","7023.13","2907.58","82","13.92","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00083","2025-08-30","2025-08","Northern","Zone Riyadh","Vertical Transport","Inspection","Completed","Reliability Team","4","6111.25","2603.39","83","14.8","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00084","2025-09-12","2025-09","Central","Zone Jeddah","HVAC","Corrective","Outage","Mobile Maintenance","1","8872.08","3885.97","84","15.68","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00085","2025-09-25","2025-09","Eastern","Zone Dammam","Electrical","Preventive","Scheduled","Reliability Team","10","8624.85","3363.69","85","16.56","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00086","2025-10-08","2025-10","Southern","Zone Tabuk","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","5635.12","2265.32","85","17.44","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00087","2025-10-21","2025-10","Western","Zone Abha","Vertical Transport","Inspection","Completed","Reliability Team","4","7744.42","3206.19","86","18.32","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00088","2025-11-03","2025-11","Northern","Zone Riyadh","HVAC","Corrective","Outage","Mobile Maintenance","1","7035.81","2997.26","78","19.2","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00089","2025-11-16","2025-11","Central","Zone Jeddah","Electrical","Preventive","Scheduled","Reliability Team","10","9577.46","4194.93","79","20.08","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00090","2025-11-29","2025-11","Eastern","Zone Dammam","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","5440.85","2121.93","79","20.96","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00091","2025-12-12","2025-12","Southern","Zone Tabuk","Vertical Transport","Inspection","Completed","Reliability Team","4","4937.81","1985","80","10.4","No","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00092","2025-12-25","2025-12","Western","Zone Abha","HVAC","Corrective","Outage","Mobile Maintenance","1","6887","2851.22","81","11.28","Yes","At Risk","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00093","2026-01-07","2026-01","Northern","Zone Riyadh","Electrical","Preventive","Scheduled","Reliability Team","10","6405.52","2728.75","82","12.16","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00094","2026-01-20","2026-01","Central","Zone Jeddah","Fire Systems","Overhaul","Completed","Mobile Maintenance","7","8822.25","3864.15","83","13.04","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
"MAINTENANCEOPERATIONS-00095","2026-02-02","2026-02","Eastern","Zone Dammam","Vertical Transport","Inspection","Completed","Reliability Team","4","8996.9","3508.79","84","13.92","Yes","Controlled","SYNTHETIC DEMO DATA — Assets, preventive and corrective maintenance, downtime, maintenance costs, and asset condition."
