"raw_record_id","event_date","period","region_name","location","category","subcategory","status","owner_group","quantity","metric_value","metric_cost","score","cycle_hours","sla_met","risk_flag","notes"
"SUPPLYCHAIN-00035","2025-02-17","2025-02","Eastern","Dammam DC","Private Label","Replenishment","Fulfilled","Transport","4","11300.26","9379.22","88","34.35","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00036","2025-03-02","2025-03","Southern","Tabuk Cross-dock","Fast Moving","Storage","At Risk","Procurement","1","5864.44","4937.86","89","36","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00037","2025-03-15","2025-03","Western","Khamis Hub","Seasonal","Inbound","Delayed","Transport","10","8220.83","7020.59","90","37.65","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00038","2025-03-28","2025-03","Northern","Riyadh DC","Imported","Outbound","Fulfilled","Procurement","7","7153.45","6194.89","91","39.3","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00039","2025-04-10","2025-04","Central","Jeddah DC","Private Label","Replenishment","Fulfilled","Transport","4","7671.31","6735.41","92","19.5","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00040","2025-04-23","2025-04","Eastern","Dammam DC","Fast Moving","Storage","At Risk","Procurement","1","7457.55","6189.77","93","21.15","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00041","2025-05-06","2025-05","Southern","Tabuk Cross-dock","Seasonal","Inbound","Delayed","Transport","10","6678.74","5623.5","94","22.8","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00042","2025-05-19","2025-05","Western","Khamis Hub","Imported","Outbound","Fulfilled","Procurement","7","9178.69","7838.6","94","24.45","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00043","2025-06-01","2025-06","Northern","Riyadh DC","Private Label","Replenishment","Fulfilled","Transport","4","8309.99","7196.45","95","26.1","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00044","2025-06-14","2025-06","Central","Jeddah DC","Fast Moving","Storage","At Risk","Procurement","1","11311.93","9931.87","87","27.75","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00045","2025-06-27","2025-06","Eastern","Dammam DC","Seasonal","Inbound","Delayed","Transport","10","6426.18","5333.73","88","29.4","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00046","2025-07-10","2025-07","Southern","Tabuk Cross-dock","Imported","Outbound","Fulfilled","Procurement","7","5916.84","4981.98","88","31.05","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00047","2025-07-23","2025-07","Western","Khamis Hub","Private Label","Replenishment","Fulfilled","Transport","4","8252.51","7047.64","89","32.7","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00048","2025-08-05","2025-08","Northern","Riyadh DC","Fast Moving","Storage","At Risk","Procurement","1","7525.77","6517.32","90","34.35","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00049","2025-08-18","2025-08","Central","Jeddah DC","Seasonal","Inbound","Delayed","Transport","10","10365.16","9100.61","91","36","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00050","2025-08-31","2025-08","Eastern","Dammam DC","Imported","Outbound","Fulfilled","Procurement","7","10041.84","8334.73","92","37.65","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00051","2025-09-13","2025-09","southern","Tabuk Cross-dock","Private Label","Replenishment","Fulfilled","Transport","4","8860.2","7460.29","93","39.3","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00052","2025-09-26","2025-09","Western","Khamis Hub","Fast Moving","Storage","At Risk","Procurement","1","12143.28","10370.36","94","19.5","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00053","2025-10-09","2025-10","Northern","Riyadh DC","Seasonal","Inbound","Delayed","Transport","10","8028.54","6952.72","94","21.15","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00054","2025-10-22","2025-10","Central","Jeddah DC","Imported","Outbound","Fulfilled","Procurement","7","6461.77","5673.43","95","22.8","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00055","2025-11-04","2025-11","Eastern","Dammam DC","Private Label","Replenishment","Fulfilled","Transport","4","6763.81","5613.96","87","24.45","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00056","2025-11-17","2025-11","Southern","Tabuk Cross-dock","Fast Moving","Storage","At Risk","Procurement","1","5768.23","4856.85","88","26.1","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00057","2025-11-30","2025-11","Western","Khamis Hub","Seasonal","Inbound","Delayed","Transport","10","8009.91","6840.46","88","27.75","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00058","2025-12-13","2025-12","Northern","Riyadh DC","Imported","Outbound","Fulfilled","Procurement","7","7319.12","6338.36","89","29.4","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00059","2025-12-26","2025-12","Central","Jeddah DC","Private Label","Replenishment","Fulfilled","Transport","4","10046.04","8820.42","90","31.05","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00060","2026-01-08","2026-01","Eastern","Dammam DC","Fast Moving","Storage","At Risk","Procurement","1","10416.89","8646.02","91","32.7","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00061","2026-01-21","2026-01","Southern","Tabuk Cross-dock","Seasonal","Inbound","Delayed","Transport","10","8729.43","7350.18","92","34.35","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00062","2026-02-03","2026-02","Western","Khamis Hub","Imported","Outbound","Fulfilled","Procurement","7","12562.54","10728.41","93","36","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00063","2026-02-16","2026-02","Northern","Riyadh DC","Private Label","Replenishment","Fulfilled","Transport","4","6335.42","5486.47","94","37.65","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00064","2026-03-01","2026-03","Central","Jeddah DC","Fast Moving","Storage","At Risk","Procurement","1","9284.84","8152.09","94","39.3","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00065","2026-03-14","2026-03","Eastern","Dammam DC","Seasonal","Inbound","Delayed","Transport","10","9101.07","7553.89","95","19.5","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00066","2026-03-27","2026-03","Southern","Tabuk Cross-dock","Imported","Outbound","Fulfilled","Procurement","7","7857.13","6615.7","87","21.15","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00067","2026-04-09","2026-04","Western","Khamis Hub","Private Label","Replenishment","Fulfilled","Transport","4","8280.74","7071.75","88","22.8","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00068","2026-04-22","2026-04","Northern","Riyadh DC","Fast Moving","Storage","At Risk","Procurement","1","7121.76","6167.44","88","24.45","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00069","2026-05-05","2026-05","Central","Jeddah DC","Seasonal","Inbound","Delayed","Transport","10","10354.36","9091.13","89","26.1","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00070","2026-05-18","2026-05","Eastern","Dammam DC","Imported","Outbound","Fulfilled","Procurement","7","9973.28","8277.82","90","27.75","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00071","2026-05-31","2026-05","Southern","Tabuk Cross-dock","Private Label","Replenishment","Fulfilled","Transport","4","8336.97","7019.73","91","29.4","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00072","2026-06-13","2026-06","Western","Khamis Hub","Fast Moving","Storage","At Risk","Procurement","1","7135.53","6093.74","92","31.05","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00073","2025-01-02","2025-01","Northern","Riyadh DC","Seasonal","Inbound","Delayed","Transport","10","6043.29","5233.49","93","32.7","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00074","2025-01-15","2025-01","Central","Jeddah DC","Imported","Outbound","Fulfilled","Procurement","7","8392.48","7368.6","94","34.35","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00075","2025-01-28","2025-01","Eastern","Dammam DC","Private Label","Replenishment","Fulfilled","Transport","4","8190.25","6797.91","94","36","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00076","2025-02-10","2025-02","Southern","Tabuk Cross-dock","Fast Moving","Storage","At Risk","Procurement","1","7291.77","6139.67","95","37.65","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00077","2025-02-23","2025-02","Western","Khamis Hub","Seasonal","Inbound","Delayed","Transport","10","10051.89","8584.31","87","39.3","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00078","2025-03-08","2025-03","Northern","Riyadh DC","Imported","Outbound","Fulfilled","Procurement","7","9049.54","7836.9","88","19.5","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00079","2025-03-21","2025-03","Central","Jeddah DC","Private Label","Replenishment","Fulfilled","Transport","4","12349.24","10842.63","88","21.15","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00080","2025-04-03","2025-04","Eastern","Dammam DC","Fast Moving","Storage","At Risk","Procurement","1","9202.93","7638.43","89","22.8","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00081","2025-04-16","2025-04","Southern","Tabuk Cross-dock","Seasonal","Inbound","Delayed","Transport","10","4548.57","3829.9","90","24.45","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00082","2025-04-29","2025-04","Western","Khamis Hub","Imported","Outbound","Fulfilled","Procurement","7","6376.23","5445.3","91","26.1","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00083","2025-05-12","2025-05","Northern","Riyadh DC","Private Label","Replenishment","Fulfilled","Transport","4","5895.12","5105.17","92","27.75","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00084","2025-05-25","2025-05","Central","Jeddah DC","Fast Moving","Storage","At Risk","Procurement","1","8150.77","7156.38","93","29.4","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00085","2025-06-07","2025-06","Eastern","Dammam DC","Seasonal","Inbound","Delayed","Transport","10","8389.74","6963.48","94","31.05","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00086","2025-06-20","2025-06","Southern","Tabuk Cross-dock","Imported","Outbound","Fulfilled","Procurement","7","7071.61","5954.3","94","32.7","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00087","2025-07-03","2025-07","Western","Khamis Hub","Private Label","Replenishment","Fulfilled","Transport","4","10439.92","8915.69","95","34.35","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00088","2025-07-16","2025-07","Northern","Riyadh DC","Fast Moving","Storage","At Risk","Procurement","1","8926.75","7730.57","87","36","Yes","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00089","2025-07-29","2025-07","Central","Jeddah DC","Seasonal","Inbound","Delayed","Transport","10","12151.5","10669.02","88","37.65","Yes","Controlled","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00090","2025-08-11","2025-08","Eastern","Dammam DC","Imported","Outbound","Fulfilled","Procurement","7","7266.45","6031.15","88","39.3","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
"SUPPLYCHAIN-00091","2025-08-24","2025-08","Southern","Tabuk Cross-dock","Private Label","Replenishment","Fulfilled","Transport","4","6228.26","5244.19","89","19.5","No","At Risk","SYNTHETIC DEMO DATA — Inventory levels, stock movement, supplier performance, purchase orders, fulfillment, delivery performance, and out-of-stock risk."
