"raw_record_id","event_date","period","region_name","location","category","subcategory","status","owner_group","quantity","metric_value","metric_cost","score","cycle_hours","sla_met","risk_flag","notes"
"QUALITYPERFORMANCE-00043","2025-08-17","2025-08","Central","Cluster A","Data Completeness","Preventable","Compliant","Data Governance","4","13670.5","1722.48","92","62.64","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00044","2025-08-30","2025-08","Eastern","Cluster B","Power Stability","One-time","Violation","NOC Quality","1","13134.76","1812.6","84","66.6","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00045","2025-09-12","2025-09","Southern","Cluster C","Transmission Loss","Recurring","Review","Data Governance","10","6816.49","613.48","85","70.56","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00046","2025-09-25","2025-09","Western","Cluster D","Configuration","External","Compliant","NOC Quality","7","9555.41","974.65","85","74.52","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00047","2025-10-08","2025-10","Northern","Cluster E","Data Completeness","Preventable","Compliant","Data Governance","4","6445.11","734.74","86","78.48","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00048","2025-10-21","2025-10","Central","Cluster A","Power Stability","One-time","Violation","NOC Quality","1","8911.2","1122.81","87","82.44","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00049","2025-11-03","2025-11","Eastern","Cluster B","Transmission Loss","Recurring","Review","Data Governance","10","9204.32","1270.2","88","86.4","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00050","2025-11-16","2025-11","Southern","Cluster C","Configuration","External","Compliant","NOC Quality","7","7758.21","698.24","89","90.36","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00051","2025-11-29","2025-11","western","Cluster D","Data Completeness","Preventable","Compliant","Data Governance","4","10662.21","1087.55","90","94.32","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00052","2025-12-12","2025-12","Northern","Cluster E","Power Stability","One-time","Violation","NOC Quality","1","9653.11","1100.45","91","46.8","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00053","2025-12-25","2025-12","Central","Cluster A","Transmission Loss","Recurring","Review","Data Governance","10","13140.25","1655.67","91","50.76","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00054","2026-01-07","2026-01","Eastern","Cluster B","Configuration","External","Compliant","NOC Quality","7","8014.11","1105.95","92","54.72","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00055","2026-01-20","2026-01","Southern","Cluster C","Data Completeness","Preventable","Compliant","Data Governance","4","6869.09","618.22","84","58.68","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00056","2026-02-02","2026-02","Western","Cluster D","Power Stability","One-time","Violation","NOC Quality","1","10084.9","1028.66","85","62.64","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00057","2026-02-15","2026-02","Northern","Cluster E","Transmission Loss","Recurring","Review","Data Governance","10","8736.95","996.01","85","66.6","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00058","2026-02-28","2026-02","Central","Cluster A","Configuration","External","Compliant","NOC Quality","7","12033.31","1516.2","86","70.56","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00059","2026-03-13","2026-03","Eastern","Cluster B","Data Completeness","Preventable","Compliant","Data Governance","4","12240.85","1689.24","87","74.52","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00060","2026-03-26","2026-03","Southern","Cluster C","Power Stability","One-time","Violation","NOC Quality","1","10286.14","925.75","88","78.48","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00061","2026-04-08","2026-04","Western","Cluster D","Transmission Loss","Recurring","Review","Data Governance","10","10921.37","1113.98","89","82.44","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00062","2026-04-21","2026-04","Northern","Cluster E","Configuration","External","Compliant","NOC Quality","7","9315.29","1061.94","90","86.4","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00063","2026-05-04","2026-05","Central","Cluster A","Data Completeness","Preventable","Compliant","Data Governance","4","7966","1003.72","91","90.36","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00064","2026-05-17","2026-05","Eastern","Cluster B","Power Stability","One-time","Violation","NOC Quality","1","7847.86","1083","91","94.32","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00065","2026-05-30","2026-05","Southern","Cluster C","Transmission Loss","Recurring","Review","Data Governance","10","6692.72","602.34","92","46.8","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00066","2026-06-12","2026-06","Western","Cluster D","Configuration","External","Compliant","NOC Quality","7","9840.36","1003.72","84","50.76","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00067","2025-01-01","2025-01","Northern","Cluster E","Data Completeness","Preventable","Compliant","Data Governance","4","8223.82","937.52","85","54.72","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00068","2025-01-14","2025-01","Central","Cluster A","Power Stability","One-time","Violation","NOC Quality","1","11287.8","1422.26","85","58.68","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00069","2025-01-27","2025-01","Eastern","Cluster B","Transmission Loss","Recurring","Review","Data Governance","10","10902.28","1504.51","86","62.64","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00070","2025-02-09","2025-02","Southern","Cluster C","Configuration","External","Compliant","NOC Quality","7","9617.04","865.53","87","66.6","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00071","2025-02-22","2025-02","Western","Cluster D","Data Completeness","Preventable","Compliant","Data Governance","4","13147.9","1341.09","88","70.56","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00072","2025-03-07","2025-03","Northern","Cluster E","Power Stability","One-time","Violation","NOC Quality","1","6962.16","793.69","89","74.52","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00073","2025-03-20","2025-03","Central","Cluster A","Transmission Loss","Recurring","Review","Data Governance","10","9717.48","1224.4","90","78.48","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00074","2025-04-02","2025-04","Eastern","Cluster B","Configuration","External","Compliant","NOC Quality","7","7387.88","1019.53","91","82.44","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00075","2025-04-15","2025-04","Southern","Cluster C","Data Completeness","Preventable","Compliant","Data Governance","4","6272.78","564.55","91","86.4","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00076","2025-04-28","2025-04","Western","Cluster D","Power Stability","One-time","Violation","NOC Quality","1","8676.89","885.04","92","90.36","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00077","2025-05-11","2025-05","Northern","Cluster E","Transmission Loss","Recurring","Review","Data Governance","10","7928.88","903.89","84","94.32","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00078","2025-05-24","2025-05","Central","Cluster A","Configuration","External","Compliant","NOC Quality","7","10849.72","1367.06","85","46.8","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00079","2025-06-06","2025-06","Eastern","Cluster B","Data Completeness","Preventable","Compliant","Data Governance","4","11065.14","1526.99","85","50.76","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00080","2025-06-19","2025-06","Southern","Cluster C","Power Stability","One-time","Violation","NOC Quality","1","9249.69","832.47","86","54.72","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00081","2025-07-02","2025-07","Western","Cluster D","Transmission Loss","Recurring","Review","Data Governance","10","8031.83","819.25","87","58.68","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00082","2025-07-15","2025-07","Northern","Cluster E","Configuration","External","Compliant","NOC Quality","7","7024.36","800.78","88","62.64","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00083","2025-07-28","2025-07","Central","Cluster A","Data Completeness","Preventable","Compliant","Data Governance","4","9754.93","1229.12","89","66.6","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00084","2025-08-10","2025-08","Eastern","Cluster B","Power Stability","One-time","Violation","NOC Quality","1","10020.91","1382.89","90","70.56","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00085","2025-08-23","2025-08","Southern","Cluster C","Transmission Loss","Recurring","Review","Data Governance","10","8475.52","762.8","91","74.52","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00086","2025-09-05","2025-09","Western","Cluster D","Configuration","External","Compliant","NOC Quality","7","12267.91","1251.33","91","78.48","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00087","2025-09-18","2025-09","Northern","Cluster E","Data Completeness","Preventable","Compliant","Data Governance","4","10518.66","1199.13","92","82.44","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00088","2025-10-01","2025-10","Central","Cluster A","Power Stability","One-time","Violation","NOC Quality","1","11126.42","1401.93","84","86.4","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00089","2025-10-14","2025-10","Eastern","Cluster B","Transmission Loss","Recurring","Review","Data Governance","10","10690.37","1475.27","85","90.36","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00090","2025-10-27","2025-10","Southern","Cluster C","Configuration","External","Compliant","NOC Quality","7","5283.75","475.54","85","94.32","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00091","2025-11-09","2025-11","Western","Cluster D","Data Completeness","Preventable","Compliant","Data Governance","4","7869.73","802.71","86","46.8","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00092","2025-11-22","2025-11","Northern","Cluster E","Power Stability","One-time","Violation","NOC Quality","1","6847.93","780.66","87","50.76","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00093","2025-12-05","2025-12","Central","Cluster A","Transmission Loss","Recurring","Review","Data Governance","10","10025.1","1263.16","88","54.72","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00094","2025-12-18","2025-12","Eastern","Cluster B","Configuration","External","Compliant","NOC Quality","7","9745.75","1344.91","89","58.68","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00095","2025-12-31","2025-12","Southern","Cluster C","Data Completeness","Preventable","Compliant","Data Governance","4","8354.86","751.94","90","62.64","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00096","2026-01-13","2026-01","Western","Cluster D","Power Stability","One-time","Violation","NOC Quality","1","12120.1","1236.25","91","66.6","Yes","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00097","2026-01-26","2026-01","Northern","Cluster E","Transmission Loss","Recurring","Review","Data Governance","10","10363.41","1181.43","91","70.56","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00098","2026-02-08","2026-02","Central","Cluster A","Configuration","External","Compliant","NOC Quality","7","14849.62","1871.05","92","74.52","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00099","2026-02-21","2026-02","Eastern","Cluster B","Data Completeness","Preventable","Compliant","Data Governance","4","8435.9","1164.15","84","78.48","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
"QUALITYPERFORMANCE-00100","2026-03-06","2026-03","Southern","Cluster C","Power Stability","One-time","Violation","NOC Quality","1","7592.15","683.29","85","82.44","No","At Risk","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
,"2026-03-19","2026-03","Western","Cluster D","Transmission Loss","Recurring","Review","Data Governance","10","10589.14","1080.09","85","86.4","Yes","Controlled","SYNTHETIC DEMO DATA — Data completeness, quality violations, repeated incidents, root causes, operational quality scores, and trends."
