"raw_record_id","event_date","period","region_name","location","category","subcategory","status","owner_group","quantity","metric_value","metric_cost","score","cycle_hours","sla_met","risk_flag","notes"
"EXECUTIVEMANAGEMENT-00026","2025-01-19","2025-01","Eastern","Retail Division","Customer","Exception","On Track","Finance","7","24219.76","18697.65","83","27.3","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00027","2025-02-01","2025-02","Southern","Shared Services","Operations","Resilience","On Track","Operations","4","12600.72","9878.96","84","29.61","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00028","2025-02-14","2025-02","Western","Digital Division","Commercial","Margin","Exception","Finance","1","17663.8","14060.38","85","31.92","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00029","2025-02-27","2025-02","Northern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","15370.36","12419.25","86","34.23","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00030","2025-03-12","2025-03","Central","Retail Division","Customer","Exception","On Track","Finance","7","22314.08","16958.7","87","36.54","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00031","2025-03-25","2025-03","Eastern","Shared Services","Operations","Resilience","On Track","Operations","4","21692.29","16746.45","87","38.85","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00032","2025-04-07","2025-04","Southern","Digital Division","Commercial","Margin","Exception","Finance","1","14181.55","11118.34","88","41.16","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00033","2025-04-20","2025-04","Western","Distribution Division","Supply Chain","Growth","Watch","Operations","10","19489.9","15513.96","80","43.47","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00034","2025-05-03","2025-05","Northern","Retail Division","Customer","Exception","On Track","Finance","7","17706.58","14306.92","81","45.78","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00035","2025-05-16","2025-05","Central","Shared Services","Operations","Resilience","On Track","Operations","4","24103","18318.28","81","48.09","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00036","2025-05-29","2025-05","Eastern","Digital Division","Commercial","Margin","Exception","Finance","1","13692.65","10570.73","82","50.4","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00037","2025-06-11","2025-06","Southern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","12426.67","9742.51","83","52.71","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00038","2025-06-24","2025-06","Western","Retail Division","Customer","Exception","On Track","Finance","7","17332.09","13796.34","84","55.02","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00039","2025-07-07","2025-07","Northern","Shared Services","Operations","Resilience","On Track","Operations","4","16129.93","13032.98","85","27.3","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00040","2025-07-20","2025-07","Central","Digital Division","Commercial","Margin","Exception","Finance","1","22215.58","16883.84","86","29.61","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00041","2025-08-02","2025-08","Eastern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","22655.36","17489.94","87","31.92","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00042","2025-08-15","2025-08","Southern","Retail Division","Customer","Exception","On Track","Finance","7","19037.59","14925.47","87","34.23","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00043","2025-08-28","2025-08","Western","Shared Services","Operations","Resilience","On Track","Operations","4","26091.83","20769.1","88","36.54","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00044","2025-09-10","2025-09","Northern","Digital Division","Commercial","Margin","Exception","Finance","1","23367.53","18880.96","80","38.85","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00045","2025-09-23","2025-09","Central","Distribution Division","Supply Chain","Growth","Watch","Operations","10","18807.37","14293.6","81","41.16","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00046","2025-10-06","2025-10","Eastern","Retail Division","Customer","Exception","On Track","Finance","7","14362.18","11087.6","81","43.47","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00047","2025-10-19","2025-10","Southern","Shared Services","Operations","Resilience","On Track","Operations","4","12248.18","9602.57","82","45.78","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00048","2025-11-01","2025-11","Western","Digital Division","Commercial","Margin","Exception","Finance","1","18071.13","14384.62","83","48.09","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00049","2025-11-14","2025-11","Northern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","15595.28","12600.99","84","50.4","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00050","2025-11-27","2025-11","Central","Retail Division","Customer","Exception","On Track","Finance","7","21405.68","16268.32","85","52.71","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00051","2025-12-10","2025-12","eastern","Shared Services","Operations","Resilience","On Track","Operations","4","21890.75","16899.66","86","55.02","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00052","2025-12-23","2025-12","Southern","Digital Division","Commercial","Margin","Exception","Finance","1","18344.6","14382.17","87","27.3","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00053","2026-01-05","2026-01","Western","Distribution Division","Supply Chain","Growth","Watch","Operations","10","26925.19","21432.45","87","29.61","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00054","2026-01-18","2026-01","Northern","Retail Division","Customer","Exception","On Track","Finance","7","13578.65","10971.55","88","31.92","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00055","2026-01-31","2026-01","Central","Shared Services","Operations","Resilience","On Track","Operations","4","18952.5","14403.9","80","34.23","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00056","2026-02-13","2026-02","Eastern","Digital Division","Commercial","Margin","Exception","Finance","1","19555.15","15096.58","81","36.54","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00057","2026-02-26","2026-02","Southern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","16603.55","13017.18","81","38.85","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00058","2026-03-11","2026-03","Western","Retail Division","Customer","Exception","On Track","Finance","7","24115.39","19195.85","82","41.16","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00059","2026-03-24","2026-03","Northern","Shared Services","Operations","Resilience","On Track","Operations","4","20740.2","16758.08","83","43.47","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00060","2026-04-06","2026-04","Central","Digital Division","Commercial","Margin","Exception","Finance","1","21986.3","16709.59","84","45.78","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00061","2026-04-19","2026-04","Eastern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","21177.12","16348.74","85","48.09","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00062","2026-05-02","2026-05","Southern","Retail Division","Customer","Exception","On Track","Finance","7","18809.02","14746.27","86","50.4","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00063","2026-05-15","2026-05","Western","Shared Services","Operations","Resilience","On Track","Operations","4","15204.09","12102.46","87","52.71","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00064","2026-05-28","2026-05","Northern","Digital Division","Commercial","Margin","Exception","Finance","1","13296.98","10743.96","87","55.02","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00065","2026-06-10","2026-06","Central","Distribution Division","Supply Chain","Growth","Watch","Operations","10","19552.1","14859.6","88","27.3","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00066","2026-06-23","2026-06","Eastern","Retail Division","Customer","Exception","On Track","Finance","7","19080.97","14730.51","80","29.61","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00067","2025-01-12","2025-01","Southern","Shared Services","Operations","Resilience","On Track","Operations","4","15628.39","12252.66","81","31.92","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00068","2025-01-25","2025-01","Western","Digital Division","Commercial","Margin","Exception","Finance","1","21544.14","17149.14","81","34.23","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00069","2025-02-07","2025-02","Northern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","19444.42","15711.09","82","36.54","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00070","2025-02-20","2025-02","Central","Retail Division","Customer","Exception","On Track","Finance","7","26534.37","20166.12","83","38.85","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00071","2025-03-05","2025-03","Eastern","Shared Services","Operations","Resilience","On Track","Operations","4","26769.2","20665.82","84","41.16","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00072","2025-03-18","2025-03","Southern","Digital Division","Commercial","Margin","Exception","Finance","1","13230.76","10372.92","85","43.47","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00073","2025-03-31","2025-03","Western","Distribution Division","Supply Chain","Growth","Watch","Operations","10","18546.99","14763.4","86","45.78","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00074","2025-04-13","2025-04","Northern","Retail Division","Customer","Exception","On Track","Finance","7","12517.62","10114.24","87","48.09","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00075","2025-04-26","2025-04","Central","Shared Services","Operations","Resilience","On Track","Operations","4","17307.23","13153.49","87","50.4","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00076","2025-05-09","2025-05","Eastern","Digital Division","Commercial","Margin","Exception","Finance","1","17876.51","13800.67","88","52.71","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00077","2025-05-22","2025-05","Southern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","15067.9","11813.23","80","55.02","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00078","2025-06-04","2025-06","Western","Retail Division","Customer","Exception","On Track","Finance","7","21926.13","17453.2","81","27.3","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00079","2025-06-17","2025-06","Northern","Shared Services","Operations","Resilience","On Track","Operations","4","18748.15","15148.51","81","29.61","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00080","2025-06-30","2025-06","Central","Digital Division","Commercial","Margin","Exception","Finance","1","25972.08","19738.78","82","31.92","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00081","2025-07-13","2025-07","Eastern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","15574.14","12023.24","83","34.23","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00082","2025-07-26","2025-07","Southern","Retail Division","Customer","Exception","On Track","Finance","7","13348.98","10465.6","84","36.54","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00083","2025-08-08","2025-08","Western","Shared Services","Operations","Resilience","On Track","Operations","4","19598.38","15600.31","85","38.85","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00084","2025-08-21","2025-08","Northern","Digital Division","Commercial","Margin","Exception","Finance","1","16978.87","13718.93","86","41.16","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00085","2025-09-03","2025-09","Central","Distribution Division","Supply Chain","Growth","Watch","Operations","10","24554.06","18661.09","87","43.47","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00086","2025-09-16","2025-09","Eastern","Retail Division","Customer","Exception","On Track","Finance","7","23788.13","18364.44","87","45.78","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00087","2025-09-29","2025-09","Southern","Shared Services","Operations","Resilience","On Track","Operations","4","20336.77","15944.03","88","48.09","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00088","2025-10-12","2025-10","Western","Digital Division","Commercial","Margin","Exception","Finance","1","21236.13","16903.96","80","50.4","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00089","2025-10-25","2025-10","Northern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","18113.17","14635.44","81","52.71","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00090","2025-11-07","2025-11","Central","Retail Division","Customer","Exception","On Track","Finance","7","15489.54","11772.05","81","55.02","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00091","2025-11-20","2025-11","Eastern","Shared Services","Operations","Resilience","On Track","Operations","4","15259.82","11780.58","82","27.3","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00092","2025-12-03","2025-12","Southern","Digital Division","Commercial","Margin","Exception","Finance","1","13779.2","10802.89","83","29.61","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00093","2025-12-16","2025-12","Western","Distribution Division","Supply Chain","Growth","Watch","Operations","10","19134.13","15230.77","84","31.92","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00094","2025-12-29","2025-12","Northern","Retail Division","Customer","Exception","On Track","Finance","7","16794.65","13570.08","85","34.23","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00095","2026-01-11","2026-01","Central","Shared Services","Operations","Resilience","On Track","Operations","4","24332.57","18492.75","86","36.54","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00096","2026-01-24","2026-01","Eastern","Digital Division","Commercial","Margin","Exception","Finance","1","23501.51","18143.17","87","38.85","Yes","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00097","2026-02-06","2026-02","Southern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","20730.98","16253.09","87","41.16","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00098","2026-02-19","2026-02","Western","Retail Division","Customer","Exception","On Track","Finance","7","28342.31","22560.48","88","43.47","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00099","2026-03-04","2026-03","Northern","Shared Services","Operations","Resilience","On Track","Operations","4","15007.98","12126.45","80","45.78","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00100","2026-03-17","2026-03","Central","Digital Division","Commercial","Margin","Exception","Finance","1","20947.5","15920.1","81","48.09","No","At Risk","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
,"2026-03-30","2026-03","Eastern","Distribution Division","Supply Chain","Growth","Watch","Operations","10","20877.67","16117.56","81","50.4","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
"EXECUTIVEMANAGEMENT-00102","2026-04-12","2026-04","Southern","Retail Division","Customer","Exception","On Track","Finance","7","13505.87","10588.6","82","52.71","Yes","Controlled","SYNTHETIC DEMO DATA — Consolidated revenue, profitability, inventory health, regional performance, and operational exceptions."
